Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
MiMammal.0321.1Prt.Dn.1,MiMammal,127436,112025,111968,111998,111383,111383,110610
MiMammal.0321.1Prt.Dn.2,MiMammal,167422,144518,144448,144488,143353,143353,143333
MiMammal.0321.4Pad.Up11.1,MiMammal,165482,140492,139999,140441,137439,137439,137388
MiMammal.0321.2Brn.Up.3,MiMammal,88645,74145,74088,74087,73566,73566,73534
MiMammal.0321.5Sqm.Dn.1,MiMammal,194504,167240,167181,167183,165962,165962,164978
MiMammal.0321.5Sqm.Up.1,MiMammal,141048,117128,117090,116938,116272,116272,116222
MiMammal.0321.5Sqm.Up.2,MiMammal,154135,128931,128842,128880,127141,127141,125517
MiMammal.0321.2Brn.Up.1TR2,MiMammal,156595,136137,136119,135923,135499,135499,135499
MiMammal.0321.2Brn.Up.1TR3,MiMammal,105540,91902,91869,91880,91788,91788,91780
MiMammal.0421.1Prt.Dn.3,MiMammal,166714,142083,142060,142070,138841,138841,138505
MiMammal.0421.1Prt.Up.1,MiMammal,118378,96385,96184,96312,95035,95035,94725
MiMammal.0421.1Prt.Up.2,MiMammal,136913,113186,113014,113152,111857,111857,111084
MiMammal.0421.2Brn.Dn.2,MiMammal,132524,108386,108148,108305,107226,107226,106657
MiMammal.0421.2Brn.Dn.3,MiMammal,138075,116666,116558,116548,114677,114677,113610
MiMammal.0421.2Brn.Up.2,MiMammal,81663,67915,67681,67875,66474,66474,66109
MiMammal.0421.2Brn.Up.3,MiMammal,131021,112248,111923,112217,110371,110371,110357
MiMammal.0421.3Chk.Up.2,MiMammal,133784,113155,113039,112882,111479,111479,111193
MiMammal.0421.3Chk.Up.3,MiMammal,167791,145797,145706,145768,145568,145568,145560
MiMammal.0421.4Pad.Dn.2,MiMammal,122515,99398,99369,99333,97904,97904,97665
MiMammal.0421.5Sqm.Dn.2,MiMammal,88209,70034,69915,69985,69315,69315,69303
MiMammal.0421.5Sqm.Dn.3,MiMammal,127487,106120,106101,106107,105560,105560,105310
MiMammal.0421.5Sqm.Up.1,MiMammal,179165,156873,156418,156855,155881,155881,155827
MiMammal.0421.5Sqm.Up.2,MiMammal,157920,134097,133854,133998,132686,132686,132591
MiMammal.0821.1Prt.Dn.2,MiMammal,169610,145099,144864,145034,143718,143718,143012
MiMammal.0821.1Prt.Dn.3,MiMammal,149875,127844,127801,127785,126275,126275,126248
MiMammal.0821.1Prt.Up.2,MiMammal,118009,97347,97304,97288,96768,96768,96739
MiMammal.0821.2Brn.Up.1,MiMammal,144529,122859,122804,122814,118897,118897,118896
MiMammal.0821.3Chk.Dn.1,MiMammal,118579,97714,97640,97631,94653,94653,94215
MiMammal.0821.3Chk.Dn.3,MiMammal,103488,84483,84465,84000,81595,81595,81389
MiMammal.0821.3Chk.Up.3,MiMammal,144526,118437,118390,118365,115495,115495,115117
MiMammal.0821.4Pad.Up11.3,MiMammal,93051,74551,74515,74539,73370,73370,73357
MiMammal.0821.4Pad.Up5.2,MiMammal,116003,97003,96918,96912,96285,96285,94981
MiMammal.0821.5Sqm.Up.3,MiMammal,116546,94399,94367,94371,90875,90875,86235
MiMammal.0821.4Pad.Up5.2TR2,MiMammal,147471,124218,124185,124171,122404,122404,122361
MiMammal.0821.4Pad.Up5.2TR3,MiMammal,155267,133705,133377,133649,130744,130744,130617
MiMammal.0421.Kangaroo,MiMammal,193876,171599,171556,171569,171153,171153,171153
