Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
MiMammal.0621.2Brn.Dn.3,MiMammal,79041,74707,74518,74690,74216,74216,74196
MiMammal.0621.2Brn.Up.1,MiMammal,120309,114956,114917,114923,113627,113627,113336
MiMammal.0621.3Chk.Dn.2,MiMammal,77328,72450,72401,72419,72117,72117,72102
MiMammal.0621.4Pad.Dn.1,MiMammal,81718,76464,76396,76341,76088,76088,75461
MiMammal.0621.4Pad.Dn.3,MiMammal,79071,73586,73423,73554,73237,73237,72610
MiMammal.0621.4Pad.Up11.1,MiMammal,68726,64472,64407,64431,63850,63850,62923
MiMammal.0621.4Pad.Up11.2,MiMammal,89173,83982,83860,83920,83639,83639,82902
MiMammal.0621.4Pad.Up11.3,MiMammal,85646,81109,81081,81064,80712,80712,80528
MiMammal.0621.5Sqm.Dn.2,MiMammal,147838,138110,137979,138019,137525,137525,137247
MiMammal.0621.5Sqm.Up.1,MiMammal,65033,60692,60649,60648,60591,60591,60582
MiMammal.0621.5Sqm.Up.3,MiMammal,160403,148985,148932,148776,148604,148604,147931
MiMammal.0721.1Prt.Up.2,MiMammal,87198,82340,82197,82288,81363,81363,79376
MiMammal.0721.1Prt.Up.3,MiMammal,125726,120873,120818,120799,118248,118248,118188
MiMammal.0721.2Brn.Dn.3,MiMammal,123294,116753,116704,116537,115609,115609,115558
MiMammal.0721.3Chk.Dn.2,MiMammal,105897,99706,99546,99499,98823,98823,98356
MiMammal.0721.3Chk.Dn.3,MiMammal,77144,72344,72257,72231,72002,72002,71676
MiMammal.0721.3Chk.Up.1,MiMammal,177162,168322,168224,168203,167686,167686,165619
MiMammal.0721.4Pad.Dn.1,MiMammal,109201,101492,101449,101382,101038,101038,99191
MiMammal.0721.4Pad.Up11.3,MiMammal,79823,75074,74992,74942,74632,74632,73434
MiMammal.0721.5Sqm.Dn.2,MiMammal,39100,36681,36661,36663,36624,36624,36610
MiMammal.0721.5Sqm.Up.1,MiMammal,74989,70271,70216,70192,69976,69976,68892
MiMammal.0721.5Sqm.Up.3,MiMammal,103741,97015,96935,96927,96462,96462,94945
MiMammal.0721.5Sqm.Up.1.TR2,MiMammal,66880,62832,62779,62786,62588,62588,61789
MiMammal.0721.5Sqm.Up.1.TR3,MiMammal,83515,78292,78219,78208,77977,77977,76879
MiMammal.0521.1Prt.Dn.1,MiMammal,153054,143506,143447,143119,141595,141595,141312
MiMammal.0521.1Prt.Up.1,MiMammal,71634,66529,66290,66420,65570,65570,65003
MiMammal.0521.1Prt.Up.3,MiMammal,66906,63044,62901,62884,62564,62564,62564
MiMammal.0521.2Brn.Dn.2,MiMammal,75759,71496,71388,71394,71073,71073,70839
MiMammal.0521.2Brn.Up.2,MiMammal,94263,88396,88327,88376,88060,88060,87951
MiMammal.0521.2Brn.Up.3,MiMammal,93510,87583,87568,87566,87433,87433,86649
MiMammal.0521.3Chk.Up.1,MiMammal,78103,72520,72431,72321,71676,71676,71268
MiMammal.0521.3Chk.Up.3,MiMammal,82734,77853,77783,77804,76969,76969,76914
MiMammal.0521.4Pad.Dn.3,MiMammal,73504,66923,66761,66842,66514,66514,66235
MiMammal.0521.4Pad.Up5.2,MiMammal,102742,93955,93836,93795,92907,92907,92706
MiMammal.0521.5Sqm.Dn.1,MiMammal,98228,92729,92602,92644,91990,91990,91858
MiMammal.0521.5Sqm.Dn.2,MiMammal,79904,75221,75066,75177,74631,74631,74593
MiMammal.0521.5Sqm.Up.2,MiMammal,154989,147107,147068,146872,146630,146630,146510
MiMammal.0521.5Sqm.Up.3,MiMammal,80161,75544,75512,75506,75406,75406,75368
MiMammal.Kangaroo.Run.5,MiMammal,93141,89444,89437,89435,89130,89130,89130
